communityname,state,countyCode,communityCode,autoTheftPerPop,PctKidsBornNeverMar,PctKids2Par,PctFam2Par,PctTeen2Par,PctRecImmig10,PctPersDenseHous,PctForeignBorn,PctRecImmig8,PopDens,PctHousLess3BR,PctRecImmig5,FemalePctDiv,PctNotSpeakEnglWell,PctPersOwnOccup,PctRecentImmig,TotalPctDiv,PctSpeakEnglOnly,PctYoungKids2Par,pctWPubAsst,PctLargHouseFam,PctHousOwnOcc,pctWInvInc,MalePctDivorce,PctUnemployed,PctVacantBoarded,MedNumBR,PctUsePubTrans,RacialMatchCommPol,PctNotHSGrad,LemasPctOfficDrugUn
Provocity,UT,,,171.24,0.97,81.99,84.56,84.47,3.88,11.79,5.43,3.6,2170.4,50.49,2.89,5.37,0.82,41.76,2.3,4.58,90.16,93.03,4.87,15.02,39.91,46.85,3.71,5.85,2.85,2,2.82,,10.15,0
Lewistoncity,ME,1,38740,138.98,2.55,64.79,66.51,75.37,0.3,1.41,5.67,0.24,1125.5,55.33,0.21,13.01,2.48,53.25,0.17,12.19,64.38,62.98,10.26,2.91,47.03,34.91,11.24,7.5,4.48,2,0.97,,36.26,0
GrandRapidscity,MI,81,34000,561.48,8.28,60.07,62.73,64.25,1.6,2.84,3.94,1.38,4124.7,46.57,0.99,13.74,1.57,63.34,0.63,12.35,92.03,70.54,10.72,6.93,59.9,39.82,10.74,7.35,5.82,3,3.39,85.78,23.55,18.64
VanWertcity,OH,,,277.39,0.96,75.89,77.96,79.51,0.07,1.05,0.44,0,2102,37.52,0,11.43,0.39,74.03,0,10.32,97.32,87.88,5.67,3.45,71.86,45.35,9.02,5.73,1.73,3,0.2,,23.31,0
NortonShorescity,MI,121,59140,171.29,1.11,81.64,83.22,87.66,0.33,1.38,2.38,0.28,903.4,35.52,0.14,10.38,0.63,88.78,0.05,9.03,95.67,88.14,3.88,3.89,87.29,50.78,7.57,5.11,1.42,3,0.2,,19.16,0
Ithacacity,NY,109,38077,113.06,3.43,56.59,59.38,55.74,7.25,2.68,11.46,6.3,5228.9,56.55,5.17,8.42,0.85,30.88,3.85,6.35,82.8,74.39,5.37,4.2,28.89,51.87,4.41,4.9,0.44,2,6,,13.3,0
Jacksonvillecity,NC,,,254.68,3.02,70.83,74.28,69.19,1.93,4.64,4.22,1.6,2229.1,42.37,0.97,14.14,0.85,49.5,0.73,11.15,91.9,83.41,6.49,3.78,48.65,31.66,7.75,6.6,3.47,3,0.16,,15.5,0
Vermilioncity,OH,,,96.36,0.71,79.61,83.28,90.12,0.46,1.74,2.63,0.39,1004.2,32.04,0.26,10.32,0.31,76.46,0.08,9.52,96.32,87.85,5.26,4.63,73.33,45.85,8.67,4.74,1.27,3,0.13,,19.1,0
PembrokePinescity,FL,,,589.79,1.81,78.9,80.41,80.27,4.01,2.95,14.96,2.79,1977.9,63.74,2.04,12.53,2.16,78.44,1.3,10.53,82.15,89.94,2.63,2.56,76.79,50.77,8.16,3.51,0.18,2,0.76,,18.2,0
Westervillecity,OH,49,83342,65.74,0.7,85.03,84.47,87.47,0.56,0.5,1.59,0.48,3417.4,25.34,0.27,10.17,0.2,81.74,0.18,8.08,97.2,92.49,1.82,3.27,75.8,57.47,5.66,2.55,0.33,3,0.69,,8.46,0
NorthAdamscity,MA,3,46225,128.46,2.72,62.77,64.62,60.12,0.42,0.95,3.42,0.34,793.1,51.92,0.21,12.72,0.65,54.93,0.08,10.93,92.77,69.99,13.12,3.55,50.62,39.02,8.79,9.86,2.32,2,1.84,,31.84,0
Wallingtonborough,NJ,3,76490,483.83,1.56,76.86,79.6,74.83,10.05,2.72,24.05,7.71,10395.5,69.83,6.02,10.43,8.73,46.91,4.01,9.45,62.91,92.51,4.61,3.55,41.52,43.09,8.33,8.03,0,2,6.53,,30.42,0
Mequoncity,WI,89,51150,78.52,0.31,91.33,91.96,86.64,0.74,0.24,3.32,0.74,394.7,15.71,0.33,5.44,0.6,92.66,0.16,4.41,94.5,96.42,2.05,3.99,91.39,74.63,3.35,2.84,1.37,3,1.01,,7.47,0
Cumberlandcity,MD,,,211.86,3.26,58.28,60.6,61.4,0.16,0.79,1.11,0.1,2763.5,45.4,0.08,14.96,0.32,58.09,0.08,13.57,97.22,56.26,14.84,3.24,55.37,33.74,11.76,10.56,4.21,3,1.49,,31.86,0
CottageGrovecity,MN,163,13456,73.85,0.99,85.75,87.46,88.88,0.27,1.31,1.45,0.24,651.7,16.03,0.21,7.61,0.46,93.8,0.06,6.3,96.74,91.92,3.65,5.51,93.48,49.19,5,4.23,1.61,3,1.86,,7.65,0
Berkeleycity,MO,,,944.94,8.12,45.28,51.38,51.38,0.32,5.07,0.94,0.32,2435.4,54.63,0.23,19.4,0.49,70.87,0.06,16.17,96.65,58.99,10.26,7.96,70.58,26.7,12.24,11.85,23.71,2,4.04,,28.95,0
Kingstoncity,NY,111,39727,243.83,4.58,58.31,61.98,65.04,1.36,2.2,4.91,0.9,3021.3,55.93,0.67,14.37,0.81,54.69,0.48,12.7,91.31,69.44,10.13,4.43,49.71,45.23,10.67,5.58,6.62,2,1.58,,30.85,0
Denvercity,CO,,,1494.14,5.65,58.02,62.31,63.57,3.5,4.23,7.42,2.64,2944.6,62.59,1.98,18.23,3,53.63,1.3,16.61,83.12,69.12,7.61,5.49,49.19,40.62,14.85,6.77,6.41,2,8.19,95.33,20.8,3.95
GalenaParkcity,TX,,,307.28,2.98,73.99,79.8,85.88,6.65,17.23,19.13,4.42,1941.4,46.5,3.65,11.52,9.62,67.06,3.04,10.26,57.1,87.98,4.77,15.72,70.47,22.47,8.98,8.29,8.19,3,0.9,,46.07,0
Leicestertown,MA,27,34795,9.42,1.08,81.18,82.96,80.72,1.27,1.39,2.98,1.19,421,35.49,1.05,9.36,0.63,80.67,0.91,8.13,94.24,94.84,4.72,4.82,74.73,41.56,6.8,5.55,3.51,3,1.1,,21.5,0
Moorecity,OK,,,364.03,0.77,76.79,79.29,75.85,0.7,3.24,2.17,0.49,1810.6,21.45,0.22,14.2,0.52,73.81,0.14,11.77,95.14,89.57,3.81,4.37,74.09,33.21,9.15,4.53,4.06,3,0.11,,17.79,0
Alamedacity,CA,,,605.82,2.84,70.29,71.07,71.5,7.07,6.39,17.23,5.69,6865.9,63.06,3.68,16.09,3.41,48.16,2.23,13.3,77.04,84.95,5.98,4.78,46.28,50.91,10.82,3.53,0.69,2,14.46,,11.89,0
BeaverDamcity,WI,27,5900,80.3,1.68,77.74,78.36,81.38,0.23,1.1,1.05,0.14,2880.2,41.74,0.09,10.64,0.3,69.42,0.09,9.65,96.46,85.09,6.03,3.28,63.28,54.64,8.48,4.22,0,3,0.15,,23.96,0
Wallingfordtown,CT,9,78740,300,0.97,82.53,83.83,85.03,1.9,1.36,5.97,1.51,1009.8,42.84,1.13,9.93,1.41,77,0.63,8.94,89.75,92.24,3.08,3.69,71.93,56.61,7.86,4.45,1.3,3,0.47,,19.84,0
Fairfieldcity,OH,,,282.43,1.57,80.37,81.13,79.77,0.66,0.77,1.94,0.59,1840.1,47.1,0.47,12.05,0.44,70.2,0.31,10.55,96.27,90.36,2.92,3.18,63.97,51.82,8.91,3.66,0,3,0.54,,14.85,0
Millbraecity,CA,,,314.69,0.97,77.17,79.05,79.52,9.96,5.26,26.27,8.98,6133.4,41.1,6.15,10.72,4.65,66.88,3.91,9.26,67.45,92.59,2.44,4.03,64.12,57.29,7.62,3.19,0.44,3,5.08,,15.9,0
BossierCitycity,LA,,,392.63,4.68,66.83,71.91,73.02,0.63,4.32,2.54,0.49,1338.2,43.52,0.31,14.72,0.32,58.07,0.15,12.71,95.06,73.57,5.77,4.28,57.38,33.51,10.48,7.25,18.29,3,0.28,90.34,18.56,5.08
Brainerdcity,MN,35,7300,468.52,2.77,62.04,62.29,60.57,0.01,2.33,0.91,0.01,1732.1,57.43,0.01,13.96,0.07,61.09,0.01,12.26,96.57,67.52,12.54,4.07,55.38,35.85,10.06,8.38,2.8,2,0.58,,26.87,0
Lancastercity,PA,71,41216,541.37,11.97,46.91,54.51,56.73,1.64,5.3,4.14,1.06,7270.3,50.02,0.76,16.39,4.83,48.17,0.5,14.52,78.43,55.97,13.56,8.4,47.2,35.4,12.45,6.47,5.47,2,5.48,78.01,38.62,0
LakeCharlescity,LA,,,430.86,5.87,57.01,62.74,63.56,0.32,4.64,0.9,0.23,2123.3,46.17,0.15,14.96,0.98,60.55,0.13,13.29,88.49,62.98,11.65,6.25,58.4,29.48,11.35,10.56,6.17,3,0.93,80.56,30.58,6.98
Ashlandtown,MA,17,2130,15.99,1.52,80.32,82.36,85.8,1.44,0.96,6.7,1.16,935.8,41.46,0.98,12.63,1.22,78.05,0.43,10.66,91.93,95.87,4,3.26,74,54.21,8.55,5.21,1.4,3,3.31,,10.6,0
Richlandtownship,PA,21,64544,105.84,0.64,83.13,84.55,84.97,0.71,0.31,1.75,0.71,631.1,33.47,0.43,6.45,0.49,81.38,0,5.98,95.42,89.47,4.55,2.14,75.64,56.82,5.44,5.82,1.64,3,0.86,,21.41,0
Arcadiacity,CA,,,644.3,0.89,79.64,80.37,83.75,15.27,6.06,27.6,13.33,4284.1,48.6,9.2,11.51,6.21,67.04,6.15,9.73,67.33,91.71,3.58,4.91,61.57,58.06,7.68,3.63,2.92,3,1.76,,11.12,0
Miltontown,MA,21,41690,181.15,0.85,86.33,86.06,90.82,1.31,0.48,7.5,1.11,1904.3,21.22,0.74,6.03,0.48,86.19,0.48,4.85,92.25,95.74,3.99,6.61,82.51,59.94,3.44,4.52,1.18,3,10.43,,7.96,0
Wilsoncity,NC,,,672.84,10.19,49.05,54.55,58.78,0.36,3.8,0.86,0.28,1925.8,50.85,0.28,14.98,0.67,50.64,0.19,13.57,96.42,57.16,12.92,4.55,49.32,28.63,11.76,8.28,7.81,2,0.87,,36.9,0
HighlandParkcity,IL,,,110.79,0.82,88.01,88.55,86.56,3.3,1.35,10.92,2.39,2449.9,22.78,1.71,7.81,2.28,83.18,1.23,6.19,85.65,95.15,1.48,3.36,80.39,70.2,4.44,2.08,0.73,3,11.56,,7.67,0
Indiocity,CA,,,1177.72,5.82,64.08,70.16,76.73,16.44,29.63,31.05,13.71,2084.8,64.35,10.59,14.28,21.27,47.52,6.47,11.59,38.92,77.66,11.32,18.06,49.04,22.47,8.95,9.83,6.53,2,1.14,,48.01,0
Frederickcity,MD,,,319.39,4.82,68.27,71.07,73.25,1.77,2.12,3.27,1.54,2130.4,46.93,1.33,14.55,0.86,47.83,1.14,13.27,94.65,83.39,5.18,3.82,45.5,41.44,11.75,3.17,1.28,3,2.28,,22.1,0
MercerIslandcity,WA,,,89.24,0.31,84.22,83.51,81.51,3.41,0.9,10.41,3.12,3148.2,22.64,2.5,11,0.98,83.1,1.69,8.68,89.85,95.11,1.27,2.82,78.66,73.54,6.11,3.24,0.32,3,6.42,,3.24,0
ForestParkcity,OH,61,27706,142.32,3.79,71.39,75.53,75.76,0.69,1.34,2.05,0.69,2834.7,27.82,0.42,13.52,0.89,72.09,0.28,11.14,95.31,90.73,4.16,6.38,65.67,40.69,8.52,5.23,0.28,3,3.79,,14.96,0
Logancity,UT,,,81.32,0.57,85,85.02,83.7,6.02,8.88,7.82,5.37,2238.5,55.01,4.83,7.18,1.81,46.51,3.59,6.17,87.54,92.17,4.61,11.26,43.24,42.71,5.12,6.84,0.25,2,0.92,,9.64,0
RockvilleCentrevillage,NY,,,431.71,1.76,85.32,85.93,85.87,1.58,1.96,6.95,1.05,7276.1,38.9,0.68,7.72,1.29,76.46,0.32,6.4,88.67,93.82,3.93,6.48,68.27,60.91,4.82,3.63,0.91,3,21.8,,12.32,0
Mankatocity,MN,13,39878,340.7,2.31,73.72,73.28,73.43,2.25,2.85,3.35,1.78,2685.8,53.51,1.51,7.64,0.96,55.78,1.13,6.31,94.37,83.07,7.26,3.83,51.45,48.33,4.9,5.3,1.71,2,2.43,,15.13,0
NewportNewscity,VA,700,56000,378.05,6.41,64.41,68.16,69.14,1.6,3.58,4.08,1.27,2401.8,47.5,0.88,14.95,0.79,51.93,0.53,12.83,93.02,76.03,7.74,3.94,50.03,32.82,10.56,5.93,3.83,3,2.9,79.69,20.66,7.98
AlexanderCitycity,AL,,,26.29,5.22,60.3,67.29,75.63,0.15,3.67,0.33,0.15,370.6,43.01,0.15,13.39,0.33,66.77,0,11.29,97.77,71.95,8.59,3.97,64.84,27.35,8.61,4.75,2.35,3,0.25,,39.6,0
Cranfordtownship,NJ,39,15640,193.77,1.02,85.12,86.62,82.75,1.18,0.64,7.63,0.89,4533.9,24.49,0.64,7.61,0.88,86.09,0.42,6.24,89.52,97.84,1.52,3.71,81.91,67.36,4.69,2.57,0.86,3,8.46,,12.62,0
Banningcity,CA,,,844.33,3.86,62.07,65.94,78.93,6.8,12,13.98,4.84,1077,63.09,3.96,14.06,7.18,59.68,2.7,12.51,75.33,71.03,18.38,10.1,65.46,34.15,10.78,10.81,3.07,2,0.44,,36.72,0
LosBanoscity,CA,,,404.95,2.9,64.97,69.37,75.58,6.17,13.14,16.73,4.29,2007.6,40.59,2.81,13.89,7.84,58.45,2.06,11.77,64.45,69.01,17.34,9.73,60.12,28.78,9.49,10.21,0.34,3,0,,36.97,0
Glasgowcity,KY,,,31.07,3.16,65.89,69.57,74.13,0,1.38,0.28,0,1131.9,45.3,0,13.79,0.34,60.56,0,12.14,97.56,71.7,18.36,2.32,58.29,34.19,9.99,9.08,1.05,3,0.18,,46.73,0
Laurinburgcity,NC,,,337.26,8.87,38.36,46.92,47.1,0.63,4.98,1.26,0.52,1493.5,51.04,0.46,15.13,0.7,53.84,0.4,12.88,95.65,52.62,20.68,6.54,52.18,20.17,9.75,12.39,1.4,2,0.39,,40.41,0
Portalescity,NM,,,87.93,2.16,60.66,65.47,48.02,4.03,6.34,6.56,3.47,2066.9,54.01,2.28,13.17,3.83,59.55,1.23,11.07,73.37,82.67,15.35,6.72,57.2,32.72,8.71,9.67,1.96,2,0,,38.26,0
Romuluscity,MI,163,69420,1829.51,4.72,62.21,65.89,70.83,0.16,4.16,2,0.16,615.4,39.31,0.1,15.91,0.44,67.89,0.06,14.65,96.26,75.99,12.05,6.9,64.5,26.3,13.33,9.6,7.12,3,0.14,,30.67,0
Beniciacity,CA,,,298.22,1.83,76.13,77.42,72.41,2.59,2.66,9.29,1.87,1844.6,38.88,1.6,15.1,1.17,73.87,0.79,13.3,88.27,85.46,5.31,3.67,70.13,49.44,11.39,4.19,1.06,3,3.11,,9.59,0
Medfordtownship,NJ,5,45120,52.35,0.57,88.01,88.78,84.43,0.37,0.55,3.46,0.34,503.9,20.19,0.26,7.61,0.41,87.02,0.1,6.45,94.73,92.59,1.58,4.46,81.31,60.09,5.18,4.36,1.49,3,2.02,,9.61,0
MineralWellscity,TX,,,308.23,2.67,64.87,71.73,74.59,1.82,5.62,4.28,1.1,705.5,46.83,0.81,14.9,1.41,63.79,0.45,14.39,88.53,74.77,10.95,5.93,65.69,29.23,13.86,9.68,5.67,3,0.69,,37.38,0
Alhambracity,CA,,,941.83,4.63,67.3,71.03,71.33,27.14,21.45,46.91,20.45,10393.2,73.24,13.52,12.06,17.72,42.08,8.94,10.17,36.23,78.12,11.58,11.37,40.59,37.86,8.03,6.05,2.93,2,5.99,,27.91,0
NewAlbanycity,IN,,,303.22,3,59.35,63.66,63.21,0.36,1.91,0.97,0.33,2625.2,54.08,0.23,17.35,0.29,61.93,0.08,15.36,97.05,72.48,9.07,3.26,59.32,38.78,12.96,6.96,1.33,2,1.2,,31.74,0
Annapoliscity,MD,,,403.72,9.73,47.6,54.67,55.13,1.21,3.16,3.66,1.15,5063.6,50.26,0.75,17.38,0.75,49.08,0.5,15.58,94.05,66.45,6.75,4.75,47.76,41.03,13.43,5.37,14.95,2,5.05,,19.83,0
Whitewatercity,WI,127,86925,72.57,1.43,76.55,75.5,96.19,1.35,4.83,3.09,1.35,2566.9,58.96,1.19,5.02,0.86,39.76,0.9,4.28,94.11,88.54,3.1,4.53,36.6,59.01,3.46,4.36,2.56,2,0.37,,17.41,0
Greercity,SC,,,274.22,5.79,53.15,58.64,60.71,0.22,4.25,0.51,0.22,2003.5,62.46,0.17,14.46,0.54,55.34,0.12,12.65,97.43,65.6,11.2,4.51,56.17,21.03,10.32,6.47,2.03,2,0,,52.39,0
Millburntownship,NJ,13,46380,692.79,0.53,89.53,89.7,87.22,3.66,0.54,13.3,2.76,1915.8,20.15,2.28,6.26,1.23,86.96,1.53,5.1,83.99,98.86,2.17,3.16,81.76,76.81,3.8,2.25,1.51,3,17.53,,7.27,0
Warwickcity,RI,3,74300,742.03,1.18,79.06,81.43,76.32,0.6,1.06,4.23,0.44,2322.5,44.43,0.33,10.64,0.67,80.58,0.19,9.37,93.52,91.95,5.3,3.67,74.41,48.16,7.91,5.44,2.23,3,1.76,98.57,22.18,3.57
Pepperelltown,MA,17,52805,57.32,0.97,84.25,85.76,83.3,1.17,0.95,4.73,1.07,432.1,31.5,0.86,9.64,0.45,79.72,0.43,8.09,94.15,93.53,4,5.3,74.68,42.75,6.48,5.47,0,3,0.59,,12.3,0
EastBrunswicktownship,NJ,23,19000,222.6,0.57,87.69,89.38,86.79,5.16,1.48,13.99,4.09,1910.5,32.03,2.71,7.2,2.02,87.6,1.66,5.9,81.48,96.75,2.69,4.34,84.3,60.97,4.55,3.86,1.05,3,10,72.23,11.99,2.2
FortSmithcity,AR,,,518.42,1.98,71.7,74.27,79.91,2.86,3.37,4.13,1.85,1504,53.52,1.14,14.93,1.44,63.19,0.64,13.61,93.79,81.56,5.25,4.12,59.16,34.84,12.11,5.61,1.2,2,0.06,,26.71,0
Bostoncity,MA,25,7000,2166.64,11.24,48.77,52.51,53.24,11.03,6.88,19.95,9.05,11447.7,68.27,6.77,11.76,6.36,34.36,4.73,10.24,74.42,61.67,11.94,8.4,30.88,36.87,8.56,8.32,6.94,2,32.2,88.7,24.3,3.51
SouthMilwaukeecity,WI,79,75125,122.74,1.44,76.41,76.56,76.84,0.38,1.69,3.3,0.28,4233.9,44.8,0.14,10.26,1.07,67.76,0.09,9.67,92.78,92.56,4.21,3.42,61.14,56.93,9.01,4.6,0.48,3,2.78,,20.6,0
Glastonburytown,CT,3,31240,53.7,0.65,86.01,86.12,86.15,1.68,0.6,6.81,1.51,524.3,31.23,1.15,9.2,0.68,82.57,0.64,7.7,90.63,98.06,2.05,2.89,78.69,66.96,6.03,2.84,0.76,3,2.49,,9.41,0
Midvalecity,UT,,,412.79,2.57,61.02,62.31,66.5,4.89,7.67,7.82,3.86,3346.3,67.16,2.4,16,3.43,44.3,1.48,14.83,85.66,69.36,9.85,7.92,40.5,30.03,13.58,7.12,3.8,2,3.72,,26.28,0
Bloomingtoncity,IN,,,253.51,2.44,65.3,67.48,64.12,4.85,2.85,6.79,4.58,3871.8,65.7,3.73,8.83,1.31,37.28,3.03,7.36,90.97,73.55,4.65,2.29,34.2,47.29,5.7,6.83,1.15,2,3.45,,13.51,0
MountainViewcity,CA,,,527.64,2.56,70.62,72.73,72.37,14.04,8.6,23.03,11.54,5410.7,70.35,8.82,17.16,7.18,38.26,6.45,14.85,72.62,86.26,4.05,5.63,37.75,52.82,12.62,3.17,0.8,2,4.19,,13.37,0
Allencity,TX,,,137.19,0.55,86.47,87.51,85.84,0.97,3.38,2.78,0.92,930.3,11.13,0.57,9.99,0.61,74.91,0.34,8.1,94.74,92.17,1.82,4.02,74.76,42.76,6.17,3.09,2.53,3,0.84,,6.27,0
Madisoncity,WI,25,48000,465.45,2.85,72.82,73.9,73.97,3.76,2.98,5.7,3.26,3196.2,54.57,2.69,10.81,1.04,52.94,2.01,9.32,91.47,82.43,5.16,2.98,46.96,58.6,7.72,3.52,0.97,2,7.74,96.98,9.38,6.98
Athenscity,TX,,,238.94,2.57,62.95,66.67,72.66,3.92,6.88,5.19,3.45,768.4,50.32,2.66,15.39,3.27,58.22,1.72,13.71,90.49,71.9,9.62,6.24,58.94,34.81,11.66,9,3.64,2,0,,34.91,0
LincolnParkcity,MI,163,47800,813.77,1.47,72.53,74.68,81.52,0.39,2.18,3.97,0.24,6903,41.67,0.15,12.81,0.68,81.89,0.11,11.67,92.33,83.69,7.2,4.37,78.45,39.64,10.39,7.78,1.19,3,1.21,,32.44,0
Somersworthcity,NH,17,69940,106.83,2.51,71.17,72.88,76.34,1.28,1.9,3.81,1.05,1110.1,56.03,0.39,13.98,0.92,61.79,0.17,12.04,85.52,81.74,6.4,3.84,58.28,42.07,9.87,5.32,1.74,2,1.13,,25.29,0
Ypsilanticity,MI,161,89140,589.77,9.82,51.21,55.26,57.32,5.33,6.96,7.15,4.92,5501.8,67.94,3.96,9.63,0.83,37.88,2.99,8.85,90.45,60.28,10.86,6.11,33.69,33.33,7.96,7.5,7.53,2,3.53,,17.84,0
HazelCrestvillage,IL,,,1025.38,2.82,64.68,70.14,69.75,0.27,3.45,3,0.27,3814.1,28.87,0.27,14.46,0.57,83.61,0.19,12.05,94.5,85.71,4.33,8.47,80.92,37.53,9.24,9.73,0.26,3,13.96,,14.64,0
Braintreetown,MA,21,7665,766.03,1.16,80.44,81.9,83.96,0.89,1.02,6.62,0.66,2351.7,34.38,0.51,8.09,0.8,82.16,0.38,6.81,92.77,90.9,5.13,5.92,76.68,49.26,5.32,6.7,2.55,3,7.87,,12.43,0
Dovercity,OH,157,22456,116.08,0.45,77.33,78.63,87.5,0,0.72,1.78,0,2301.7,38.44,0,11.22,0.08,76.18,0,9.89,97.37,90.6,6.14,2.94,73.07,45,8.22,6.74,2.03,3,0.3,,21.93,0
CollegeParkcity,GA,,,3130.72,17.6,39.39,43.05,40.64,5.26,8.75,6.41,3.31,2035.9,73.88,2.35,21.42,2.55,21.97,1.23,18.77,90.27,51.28,8.97,7.51,22.24,14.36,15.68,8.29,3.03,2,17.9,,25,0
Elizabethcity,NJ,39,21000,2016.86,9.04,57.18,63.73,63.06,17.74,11.54,36.9,13.02,8617.3,68.25,9.48,12.97,17.17,36.4,5.78,11.56,43.38,70.54,11.45,8.86,31.7,29.91,10.05,9.91,4.74,2,10.61,79.06,41.52,7.43
Smyrnatown,TN,,,140.16,3.73,68.5,71.82,74.16,0.07,2.73,0.87,0.07,716.2,39.72,0,15.74,0.07,57.62,0,13.51,98.21,77.76,6.55,3.78,55.85,26.71,11.07,5.03,1.47,3,0.11,,29.64,0
Clarksvillecity,TN,,,150.71,3.17,73.51,77.87,76.2,1.32,3.69,3.71,1.11,997.3,41.78,0.77,12.76,0.6,56.39,0.62,10.59,92,85.08,6.28,3.55,54.66,29.47,8.57,6.29,2.41,3,1.59,,18.69,0
Ramseycity,MN,3,53026,208.23,0.97,88.51,90.82,89.07,0,1.66,1.26,0,416.1,12.71,0,6.7,0.23,97.24,0,6.57,98.12,95.2,3.12,6.36,96.49,41.44,6.44,4.97,1.85,3,1.69,,7.5,0
Patersoncity,NJ,31,57000,1311.44,13.92,47.23,55.05,56.74,13.3,14.33,25.09,10.17,16110.7,65.12,7.17,14.73,14.47,36,4.16,12.67,50.16,66.38,13.05,14.25,33.62,24.39,10.4,11.04,5.75,2,10.55,67.85,45.12,10.23
Dovercity,DE,,,260.36,6.92,60.16,65.66,69.48,1.07,2.68,3.75,0.86,1251.2,45.87,0.58,13.94,0.78,57.61,0.38,12,92.41,76.32,7.13,4.32,53.88,42.53,9.9,4.07,2.05,3,0.62,,17.79,0
Ankenycity,IA,,,46.94,0.89,85.22,84.14,85.59,0.18,1.85,0.61,0.13,1356.3,43.35,0.1,9.84,0.12,71.85,0.04,8.41,97.37,89.98,2.49,2.86,64.98,51.78,6.87,2.07,0.44,3,0.24,,6.14,0
SomersPointcity,NJ,1,68430,129.87,2.43,69.27,70.22,68.92,1.75,1.63,4.81,1.42,2685.8,53.9,0.69,15.26,0.67,59.62,0.62,13.27,93.45,82.31,2.5,3.8,55.33,43.75,10.85,3.44,0.55,2,2.89,,21.19,0
Orindacity,CA,,,40,0.31,87.89,89.79,89.35,1.99,0.33,10.86,1.21,1275.8,12.05,0.81,8.79,0.79,92.9,0.49,7.49,88.37,100,2.55,2.44,91.4,75.97,6.11,2.98,1.18,3,11.77,,2.95,0
Sheffieldcity,AL,,,164.09,6.18,57.86,65.54,64.16,0.41,2.27,0.62,0.41,1526.5,44.32,0.35,13.25,0.51,65.35,0.35,12.08,98.11,74.84,11.17,4.35,65.74,26.86,10.66,7.43,2.35,3,0.17,,34.2,0
Fontanacity,CA,,,1389.82,4.56,70.53,74.6,75.28,7.45,13.4,16.48,5.67,2372,42.51,4.01,13.97,6.43,65.6,2.51,11.77,69.88,84.5,10.11,11.8,64.19,21.61,9.47,7.37,1.9,3,0.6,,28.02,0
Sunnysidecity,WA,,,752.8,5.41,61.17,65.29,66.73,12.47,21.32,22.4,10.46,3030.7,51.76,7.51,13.57,13.84,52.9,3.49,10.56,48.56,71.52,16.5,17.29,55.12,26.54,7.34,14.88,6.52,2,0.19,,52.91,0
SpanishForkcity,UT,,,86.79,0.44,86.46,86.82,87.12,0.42,5.84,1.14,0.42,1432.6,29.71,0.29,7.91,0.66,76.49,0.11,6.65,96.75,90.14,4.31,19.59,73.76,33.83,5.31,6.41,5.56,3,0.9,,14.94,0
AuburnHillscity,MI,125,4105,468.69,5.93,67.87,69.34,77.71,2.23,2.31,4.68,1.8,992.3,63.7,1.58,14.5,1.16,58.79,1.05,12.46,93.47,75.78,6.11,3.32,53.91,43.03,10.21,4.18,2.27,2,0.31,,18.18,0
Douglascity,GA,,,529.19,8.41,44.61,52.31,53.41,0.41,6.51,1.26,0.33,873.5,39.56,0.13,17.1,0.17,61.89,0,14.42,97.66,55.47,18.58,6.03,61.67,22.26,10.89,8.71,0.49,3,0,,38.02,0
Germantownvillage,WI,131,28875,55.01,0.53,85.89,86.32,87.71,0.27,0.91,2.17,0.27,383,36.33,0.04,9.59,0.56,79.96,0,8.09,96.71,95.11,1.67,3.64,75.36,58.95,6.53,2.6,0,3,0.65,,12.77,0
Irmotown,SC,,,109.15,1.07,87.31,86.9,77.95,0.12,1.7,1.11,0.12,2775.6,9.05,0.04,9.49,0.46,85.47,0.04,7.66,96.46,95.2,2.38,2.95,85.16,45.62,5.65,2.94,0.81,3,0.2,,5.4,0
Mitchellcity,SD,35,43100,134.9,1.18,77.55,78.07,82.19,0.05,1.8,0.93,0.05,1418.4,53.27,0.05,9.2,0.27,64.37,0.05,8.36,96.27,80.63,7.67,4.55,56.2,47.05,7.35,4.67,1.04,2,0.22,,24.49,0
AppleValleycity,MN,37,1900,114.54,1.25,86.82,86.28,84.53,1.08,1.25,2.22,0.95,1925.8,25.94,0.61,9.34,0.51,89.78,0.45,7.6,96.37,90.9,2.3,4.27,87.38,52.57,5.82,3.49,0.51,3,2.11,,4.59,0
Roseburgcity,OR,,,328.38,2.11,66.08,68.05,60.09,1.16,3.61,3.15,0.97,2209.7,55.45,0.86,16.68,0.87,56.86,0.56,15.75,95.79,78.29,6.66,4.39,55.51,46.7,14.74,7.28,3.97,2,0.69,,23.31,0
Crestwoodcity,MO,,,168.72,0.46,86.39,86.31,88.51,0.41,0.58,3.63,0.11,3400.1,23.37,0.06,9.14,0.86,92.02,0.06,7.41,95.41,95.11,1.94,2.89,90.71,69,5.47,4.23,1.2,3,1.19,,16.67,0
HasbrouckHeightsborough,NJ,3,30420,492.32,1,85.57,87.07,93.52,4,1.24,11.64,3.6,7345.3,41.8,2.55,7.22,1.57,77.82,1.56,6.5,83.77,90.77,2.59,4.67,70.02,61.51,5.7,4.58,0,3,9.64,,20.42,0
LaGrandecity,OR,,,154.68,2.5,72.64,71.96,78.41,1.5,2.65,2.24,1.5,2831.1,53.62,1.16,12.63,0.52,57.84,0.77,11.62,95.15,76.2,7.78,4.8,53.73,41.85,10.48,7.41,1.8,2,0,,19.23,0
